originalCurrency,originalAmount,USDAmount,date,mcc,accountAmount,accountCurrency,merchantName,merchantCountry,status,declineReason,authCode,type,externalTxId,externalRootTxId,apiTransaction,last4
IDR,64000.0000,3.9100,2025-12-03T05:00:49.371Z,5812,-3.9100,USD,% ARABICA ULUWATU BALI,ID,APPROVED,,1YWJ8W,POS_TX,eb55695d-581b-4876-a367-def8f92f75e4,eb55695d-581b-4876-a367-def8f92f75e4,"{""id"":""72b95352-0fb2-3af8-a2c8-45341ee284e4"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""% ARABICA ULUWATU BALI"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005001996146   "",""category_code"":""5812""},""auth_code"":""1YWJ8W"",""client_data"":null,""posted_date"":""2025-12-03T22:14:23.158Z"",""lifecycle_id"":""837730dd-5650-42cd-993d-2d9bd04c8215"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533776005710"",""billing_amount"":-3.91,""failure_reason"":null,""transaction_id"":""eb55695d-581b-4876-a367-def8f92f75e4"",""billing_currency"":""USD"",""transaction_date"":""2025-12-03T05:00:49.371Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-64000,""transaction_currency"":""IDR"",""matched_authorizations"":[""fdadb51b-0acd-43cb-b6c3-8281bfc76bfe""],""network_transaction_id"":""355337180499380"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""eb55695d-581b-4876-a367-def8f92f75e4"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-03T22:14:23+0000""}",4553
IDR,373200.0000,22.7900,2025-12-03T04:37:19.889Z,5812,-22.7900,USD,BAMBU FITNESS CAFE,ID,APPROVED,,7LK4W8,POS_TX,2641c502-1caa-4ab1-854e-a29bcd67a04e,2641c502-1caa-4ab1-854e-a29bcd67a04e,"{""id"":""09d4d273-786d-30de-8166-b5610dd8c691"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""BAMBU FITNESS CAFE"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""000800510008949"",""category_code"":""5812""},""auth_code"":""7LK4W8"",""client_data"":null,""posted_date"":""2025-12-04T02:34:24.439Z"",""lifecycle_id"":""f078065c-b575-47b0-addb-2e7a30a24ad9"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533772008020"",""billing_amount"":-22.79,""failure_reason"":null,""transaction_id"":""2641c502-1caa-4ab1-854e-a29bcd67a04e"",""billing_currency"":""USD"",""transaction_date"":""2025-12-03T04:37:19.889Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-373200,""transaction_currency"":""IDR"",""matched_authorizations"":[""6cc4c294-5a16-479f-bd33-a5693a6ebed0""],""network_transaction_id"":""585337166391491"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""470596""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""2641c502-1caa-4ab1-854e-a29bcd67a04e"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-04T02:34:24+0000""}",4553
IDR,416000.0000,25.3600,2025-12-02T04:46:09.452Z,5499,-25.3600,USD,ITHON MART,ID,APPROVED,,B05BON,POS_TX,81608ea5-4e75-49da-bd1d-a08e1f137d69,81608ea5-4e75-49da-bd1d-a08e1f137d69,"{""id"":""c175f0d4-c052-3bf0-81a5-8c02d25f5a8f"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""ITHON MART"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005002255471   "",""category_code"":""5499""},""auth_code"":""B05BON"",""client_data"":null,""posted_date"":""2025-12-02T22:42:23.156Z"",""lifecycle_id"":""c08a90b9-d19c-49b6-a01b-8b4a736bb8e1"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533677005678"",""billing_amount"":-25.36,""failure_reason"":null,""transaction_id"":""81608ea5-4e75-49da-bd1d-a08e1f137d69"",""billing_currency"":""USD"",""transaction_date"":""2025-12-02T04:46:09.452Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-416000,""transaction_currency"":""IDR"",""matched_authorizations"":[""67db3f63-535b-4fc9-9399-bc5c2c580aa8""],""network_transaction_id"":""585336171695349"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""81608ea5-4e75-49da-bd1d-a08e1f137d69"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-02T22:42:23+0000""}",4553
IDR,144200.0000,8.7900,2025-12-02T04:23:11.694Z,5812,-8.7900,USD,MY BERRY CAFE UNGASAN HO,ID,APPROVED,,XWN0SK,POS_TX,690f3855-2564-4a3e-9e15-19d0b324a74e,690f3855-2564-4a3e-9e15-19d0b324a74e,"{""id"":""ddbf6e02-782c-3928-8069-442df8611cab"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""MY BERRY CAFE UNGASAN HO"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005003124420   "",""category_code"":""5812""},""auth_code"":""XWN0SK"",""client_data"":null,""posted_date"":""2025-12-02T22:42:23.163Z"",""lifecycle_id"":""515ff617-2471-4ba5-8693-24e241986c42"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533674005968"",""billing_amount"":-8.79,""failure_reason"":null,""transaction_id"":""690f3855-2564-4a3e-9e15-19d0b324a74e"",""billing_currency"":""USD"",""transaction_date"":""2025-12-02T04:23:11.694Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-144200,""transaction_currency"":""IDR"",""matched_authorizations"":[""b7cdbded-1ce8-40b7-8052-ceef492df9ef""],""network_transaction_id"":""355336157912110"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""690f3855-2564-4a3e-9e15-19d0b324a74e"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-02T22:42:23+0000""}",4553
IDR,150000.0000,9.1500,2025-12-02T03:53:47.522Z,7298,-9.1500,USD,MILA SALON   BODY SPA,ID,APPROVED,,37X1MJ,POS_TX,470c4b51-f38f-447c-a1fe-0170d0a148ee,470c4b51-f38f-447c-a1fe-0170d0a148ee,"{""id"":""1a68c876-05ca-3e2b-9347-f4289ccd626a"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG KAB."",""name"":""MILA SALON   BODY SPA"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""001999509259   "",""category_code"":""7298""},""auth_code"":""37X1MJ"",""client_data"":null,""posted_date"":""2025-12-03T01:34:23.151Z"",""lifecycle_id"":""b9fcf9cb-5366-4885-8a36-623f497a6ecc"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533675012295"",""billing_amount"":-9.15,""failure_reason"":null,""transaction_id"":""470c4b51-f38f-447c-a1fe-0170d0a148ee"",""billing_currency"":""USD"",""transaction_date"":""2025-12-02T03:53:47.522Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-150000,""transaction_currency"":""IDR"",""matched_authorizations"":[""fd816879-7e4c-458c-82ab-ec77f0732ab4""],""network_transaction_id"":""345336140275373"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""436502""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""470c4b51-f38f-447c-a1fe-0170d0a148ee"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-03T01:34:23+0000""}",4553
IDR,272000.0000,16.5900,2025-12-02T02:37:22.196Z,5812,-16.5900,USD,SUBURBIA RESTAURANT,ID,APPROVED,,K53WFT,POS_TX,31812434-a46f-48a6-9d1e-66a5b4020c54,31812434-a46f-48a6-9d1e-66a5b4020c54,"{""id"":""8125e108-96c9-35de-94c7-ffc319f527b1"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""Badung (Kab)"",""name"":""SUBURBIA RESTAURANT"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""71512286965    "",""category_code"":""5812""},""auth_code"":""K53WFT"",""client_data"":null,""posted_date"":""2025-12-03T01:06:23.348Z"",""lifecycle_id"":""fd5dfc64-c366-4f55-852c-22725a4256c6"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533673008909"",""billing_amount"":-16.59,""failure_reason"":null,""transaction_id"":""31812434-a46f-48a6-9d1e-66a5b4020c54"",""billing_currency"":""USD"",""transaction_date"":""2025-12-02T02:37:22.196Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-272000,""transaction_currency"":""IDR"",""matched_authorizations"":[""743cd812-2ac8-402c-921c-b9cc324217d2""],""network_transaction_id"":""345336094423119"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""423978""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""31812434-a46f-48a6-9d1e-66a5b4020c54"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-03T01:06:23+0000""}",4553
GBP,150.0000,197.4200,2025-12-01T14:39:08.185Z,,197.4200,USD,Deel Balance,,APPROVED,,,DEPOSIT,,,,
IDR,336950.0000,20.5400,2025-12-01T05:06:10.064Z,5812,-20.5400,USD,SHAFFA & SMOOTHIE SHOP,ID,DECLINED,Insufficient funds,QREC5P,POS_TX,f96a75d2-56a4-4b21-ae97-007357184750,f96a75d2-56a4-4b21-ae97-007357184750,"{""id"":""d0be68ee-7d37-3536-b32d-87b7fe88114a"",""data"":{""status"":""FAILED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""SHAFFA & SMOOTHIE SHOP"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005002173425   "",""category_code"":""5812""},""auth_code"":""QREC5P"",""client_data"":null,""posted_date"":""2025-12-01T05:06:10.064Z"",""lifecycle_id"":""aae0ef4d-c25c-4082-8bf1-023a5dfdf797"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533505009658"",""billing_amount"":-20.54,""failure_reason"":""INSUFFICIENT_FUNDS"",""transaction_id"":""f96a75d2-56a4-4b21-ae97-007357184750"",""billing_currency"":""USD"",""transaction_date"":""2025-12-01T05:06:10.064Z"",""transaction_type"":""AUTHORIZATION"",""masked_card_number"":""************4553"",""transaction_amount"":-336950,""transaction_currency"":""IDR"",""network_transaction_id"":""345335183690448"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.failed"",""version"":""2022-11-11"",""source_id"":""f96a75d2-56a4-4b21-ae97-007357184750"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-12-01T05:06:10+0000""}",4553
IDR,61600.0000,3.7600,2025-11-28T10:59:03.381Z,5199,-3.7600,USD,BINTANG MART MBL,ID,APPROVED,,ORL79T,POS_TX,88f1590d-016d-49b3-9d3b-cb24b5fe0a8b,88f1590d-016d-49b3-9d3b-cb24b5fe0a8b,"{""id"":""4a72d279-edc1-36f8-9acf-7cc7fb743e78"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG - BALI"",""name"":""BINTANG MART MBL"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""100208132159   "",""category_code"":""5199""},""auth_code"":""ORL79T"",""client_data"":null,""posted_date"":""2025-11-28T17:18:23.367Z"",""lifecycle_id"":""76f31159-0e0c-43a8-86a3-cf5121af5b19"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533278208567"",""billing_amount"":-3.76,""failure_reason"":null,""transaction_id"":""88f1590d-016d-49b3-9d3b-cb24b5fe0a8b"",""billing_currency"":""USD"",""transaction_date"":""2025-11-28T10:59:03.381Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-61600,""transaction_currency"":""IDR"",""matched_authorizations"":[""db0ac696-4e5a-40c6-9a0d-8c4be85643d2""],""network_transaction_id"":""345332395438321"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""410504""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""88f1590d-016d-49b3-9d3b-cb24b5fe0a8b"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-28T17:18:23+0000""}",4553
IDR,168000.0000,10.2400,2025-11-26T04:36:29.116Z,5812,-10.2400,USD,SUBURBIA RESTAURANT,ID,APPROVED,,HB7QV6,POS_TX,37663745-19bc-4c1b-942e-ea8273078104,37663745-19bc-4c1b-942e-ea8273078104,"{""id"":""19e6b69c-88da-3bed-a8ce-87ed4796baf6"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""Badung (Kab)"",""name"":""SUBURBIA RESTAURANT"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""71512286965    "",""category_code"":""5812""},""auth_code"":""HB7QV6"",""client_data"":null,""posted_date"":""2025-11-27T00:42:23.146Z"",""lifecycle_id"":""ed1d74ca-e0b1-4a19-85a1-b4f8ff2c43f0"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533075008871"",""billing_amount"":-10.24,""failure_reason"":null,""transaction_id"":""37663745-19bc-4c1b-942e-ea8273078104"",""billing_currency"":""USD"",""transaction_date"":""2025-11-26T04:36:29.116Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-168000,""transaction_currency"":""IDR"",""matched_authorizations"":[""92ca0cf3-3f3d-4c33-b52a-77bb342e68bc""],""network_transaction_id"":""465330165883894"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""423978""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""37663745-19bc-4c1b-942e-ea8273078104"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-27T00:42:23+0000""}",4553
IDR,39975.0000,2.4400,2025-11-26T03:52:46.505Z,5912,-2.4400,USD,APOTEK BINTANG HO,ID,APPROVED,,MCFJGO,POS_TX,e00db01b-d4f3-44e2-8518-e214f902b2ca,e00db01b-d4f3-44e2-8518-e214f902b2ca,"{""id"":""e127d337-363a-37c9-9ea1-161eb23daa5e"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""APOTEK BINTANG HO"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005002420249   "",""category_code"":""5912""},""auth_code"":""MCFJGO"",""client_data"":null,""posted_date"":""2025-11-26T22:18:23.143Z"",""lifecycle_id"":""5df7fb29-03a3-46ad-9282-45e4bdfad9f0"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""533074005754"",""billing_amount"":-2.44,""failure_reason"":null,""transaction_id"":""e00db01b-d4f3-44e2-8518-e214f902b2ca"",""billing_currency"":""USD"",""transaction_date"":""2025-11-26T03:52:46.505Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-39975,""transaction_currency"":""IDR"",""matched_authorizations"":[""9166fc26-e123-44d1-a958-2b3a54b81272""],""network_transaction_id"":""355330139661346"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""e00db01b-d4f3-44e2-8518-e214f902b2ca"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-26T22:18:23+0000""}",4553
IDR,106260.0000,6.4700,2025-11-25T10:12:43.563Z,5812,-6.4700,USD,SATU ULUWATU,ID,APPROVED,,DZP6ZE,POS_TX,de34dbb9-8aa1-414d-a3c3-3099f796fe1e,de34dbb9-8aa1-414d-a3c3-3099f796fe1e,"{""id"":""db4e143a-c4a3-3d7e-a13a-1d46482fb861"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""Badung (Kab)"",""name"":""SATU ULUWATU"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""71511200269    "",""category_code"":""5812""},""auth_code"":""DZP6ZE"",""client_data"":null,""posted_date"":""2025-11-26T00:34:23.155Z"",""lifecycle_id"":""3d748d2c-dd53-400f-ae53-c052b6d45889"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532975008864"",""billing_amount"":-6.47,""failure_reason"":null,""transaction_id"":""de34dbb9-8aa1-414d-a3c3-3099f796fe1e"",""billing_currency"":""USD"",""transaction_date"":""2025-11-25T10:12:43.563Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-106260,""transaction_currency"":""IDR"",""matched_authorizations"":[""00879b29-cd40-43fd-b360-e514c64dab3c""],""network_transaction_id"":""385329367636271"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""423978""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""de34dbb9-8aa1-414d-a3c3-3099f796fe1e"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-26T00:34:23+0000""}",4553
IDR,103774.0000,6.3100,2025-11-25T09:27:29.368Z,5812,-6.3100,USD,ALCHEMY ULUWATU,ID,APPROVED,,6SV3MF,POS_TX,126cacd7-794c-47cc-bfd1-f6f65d6a044e,126cacd7-794c-47cc-bfd1-f6f65d6a044e,"{""id"":""e5fcf1ce-57f7-3132-81a3-5abbb018ca9e"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""Badung"",""name"":""ALCHEMY ULUWATU"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""000800805500840"",""category_code"":""5812""},""auth_code"":""6SV3MF"",""client_data"":null,""posted_date"":""2025-11-26T00:26:23.149Z"",""lifecycle_id"":""72c23dfd-03a8-4351-bbec-02c23cdbf10c"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532977008278"",""billing_amount"":-6.31,""failure_reason"":null,""transaction_id"":""126cacd7-794c-47cc-bfd1-f6f65d6a044e"",""billing_currency"":""USD"",""transaction_date"":""2025-11-25T09:27:29.368Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-103774,""transaction_currency"":""IDR"",""matched_authorizations"":[""8e146932-4f24-45e7-ac32-080bf0dc2253""],""network_transaction_id"":""585329340497704"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""454633""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""126cacd7-794c-47cc-bfd1-f6f65d6a044e"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-26T00:26:23+0000""}",4553
IDR,64000.0000,3.8900,2025-11-25T09:03:16.200Z,5812,-3.8900,USD,% ARABICA ULUWATU BALI,ID,APPROVED,,L8R0PF,POS_TX,6708c8f2-ae39-4e9f-894f-84203def9705,6708c8f2-ae39-4e9f-894f-84203def9705,"{""id"":""84e5f313-6e60-3d7a-9c26-6b16d502ab3a"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""% ARABICA ULUWATU BALI"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005001996146   "",""category_code"":""5812""},""auth_code"":""L8R0PF"",""client_data"":null,""posted_date"":""2025-11-25T22:22:23.359Z"",""lifecycle_id"":""76e170a6-85c4-41bb-af2a-24c6438bd1a1"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532970005722"",""billing_amount"":-3.89,""failure_reason"":null,""transaction_id"":""6708c8f2-ae39-4e9f-894f-84203def9705"",""billing_currency"":""USD"",""transaction_date"":""2025-11-25T09:03:16.200Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-64000,""transaction_currency"":""IDR"",""matched_authorizations"":[""a439ae6e-e531-433c-a535-6a53b63f0e99""],""network_transaction_id"":""585329325965288"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""6708c8f2-ae39-4e9f-894f-84203def9705"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-25T22:22:23+0000""}",4553
IDR,167050.0000,10.1500,2025-11-24T06:36:20.862Z,5812,-10.1500,USD,ARTISAN BINGIN,ID,APPROVED,,BEA5UN,POS_TX,0ded6c8e-e59b-4e49-a0ff-d59e67ed73db,0ded6c8e-e59b-4e49-a0ff-d59e67ed73db,"{""id"":""ae21f21c-7763-3b52-a1fc-f86d72f98206"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""Badung"",""name"":""ARTISAN BINGIN"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""000800510016082"",""category_code"":""5812""},""auth_code"":""BEA5UN"",""client_data"":null,""posted_date"":""2025-11-25T02:58:23.135Z"",""lifecycle_id"":""e1c757ab-dbe7-4a7a-aa58-520f04507b3a"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532878008020"",""billing_amount"":-10.15,""failure_reason"":null,""transaction_id"":""0ded6c8e-e59b-4e49-a0ff-d59e67ed73db"",""billing_currency"":""USD"",""transaction_date"":""2025-11-24T06:36:20.862Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-167050,""transaction_currency"":""IDR"",""matched_authorizations"":[""c995fa0d-86ad-4a4d-93a4-1668db85ea7b""],""network_transaction_id"":""305328237804255"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""470596""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""0ded6c8e-e59b-4e49-a0ff-d59e67ed73db"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-25T02:58:23+0000""}",4553
IDR,215000.0000,13.0600,2025-11-24T05:36:16.572Z,5812,-13.0600,USD,KOFFIETONS HO,ID,APPROVED,,MCHCC3,POS_TX,d3dabf28-c32a-437e-b941-942a2ca09b3a,d3dabf28-c32a-437e-b941-942a2ca09b3a,"{""id"":""1ef77684-bf70-3405-a9c6-368c967df481"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""KOFFIETONS HO"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005000948277   "",""category_code"":""5812""},""auth_code"":""MCHCC3"",""client_data"":null,""posted_date"":""2025-11-24T22:38:23.145Z"",""lifecycle_id"":""9947c603-3848-40d2-96a2-02038a4573a1"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532878005106"",""billing_amount"":-13.06,""failure_reason"":null,""transaction_id"":""d3dabf28-c32a-437e-b941-942a2ca09b3a"",""billing_currency"":""USD"",""transaction_date"":""2025-11-24T05:36:16.572Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-215000,""transaction_currency"":""IDR"",""matched_authorizations"":[""0e09e806-9ba9-46c5-82ad-3b31d2060498""],""network_transaction_id"":""355328201765863"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""d3dabf28-c32a-437e-b941-942a2ca09b3a"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-24T22:38:23+0000""}",4553
